module,type,name,res_id,src,value
account,wizard_view,"account.analytic.account.journal.report,init",0,Analytic Journal Report,分析分类账报表
account,view,account.move.line,0,Analytic Lines,分析明细
account,view,account.analytic.account,0,Analytic account,分析科目
account,model,"ir.model,name",account.model_report_hr_timesheet_invoice_journal,Analytic account costs and revenues,分析科目成本和损益
account,model,"process.node,note",account.process_node_analytic0,"Analytic costs to reinvoice purchases, timesheets, ...",核算采购成本
account,model,"process.node,note",account.process_node_analyticcost0,"Analytic costs to reinvoice purchases, timesheets, ...",核算采购成本
account,field,"account.move.line,analytic_lines",0,Analytic lines,分析明细
account,model,"ir.model,name",account.model_account_analytic_line,Analytic lines,分析明细
account,view,account.tax,0,Applicable Code (if type=code),适用代码(如果类别=代码)
account,view,account.tax.template,0,Applicable Code (if type=code),适用代码(如果类别=代码)
account,field,"account.tax,applicable_type",0,Applicable Type,适用类别
account,field,"account.tax.template,applicable_type",0,Applicable Type,适用类别
account,wizard_view,"account.period.close,init",0,Are you sure ?,你确定吗？
account,wizard_view,"account.fiscalyear.close.state,init",0,Are you sure you want to close the fiscal year ?,你确定关闭这个会计年度?
account,wizard_view,"account.fiscalyear.close,init",0,Are you sure you want to create entries?,你确定创建凭证?
account,wizard_view,"account.wizard_paid_open,init",0,Are you sure you want to open this invoice ?,你是否要打开这发票？
account,wizard_view,"account.invoice.refund,init",0,Are you sure you want to refund this invoice ?,你确定要对此发票退货吗？
account,model,"account.account.type,name",account.account_type_asset,Asset,资产
account,field,"account.analytic.account,partner_id",0,Associated Partner,相关业务伙伴
account,selection,"account.account,currency_mode",0,At Date,日期
account,model,"ir.actions.wizard,name",account.wizard_automatic_reconcile,Automatic reconciliation,自动核销
account,model,"ir.ui.menu,name",account.menu_automatic_reconcile,Automatic reconciliation,自动核销
account,selection,"account.account,currency_mode",0,Average Rate,平均汇率
account,code,addons\account\account.py,0,BNK,
account,code,addons\account\account_move_line.py,0,Bad account !,坏账!
account,code,addons\account\account_move_line.py,0,Bad account!,坏账!
account,code,addons\account\invoice.py,0,Bad total !,不良总额
account,field,"account.account,balance",0,Balance,
account,rml,account.account.balance,0,Balance,余额
account,selection,"account.account.type,close_method",0,Balance,余额
account,field,"account.analytic.account,balance",0,Balance,余额
account,rml,account.analytic.account.balance,0,Balance,余额
account,rml,account.analytic.account.cost_ledger,0,Balance,余额
account,rml,account.analytic.account.inverted.balance,0,Balance,余额
account,field,"account.bank.statement,balance_end",0,Balance,余额
account,field,"account.bank.statement.reconcile,total_balance",0,Balance,余额
account,rml,account.general.ledger,0,Balance,余额
account,field,"account.move.line,balance",0,Balance,余额
account,rml,account.partner.balance,0,Balance,余额
account,selection,"account.payment.term.line,value",0,Balance,余额
account,selection,"account.tax,type",0,Balance,
account,rml,account.third_party_ledger,0,Balance,余额
account,rml,account.third_party_ledger,0,Balance brought forward,余额转入
account,rml,account.overdue,0,Balance:,余额:
account,field,"account.bank.accounts.wizard,bank_account_id",0,Bank Account,银行帐号
account,field,"account.chart.template,bank_account_view_id",0,Bank Account,银行帐号
account,field,"account.invoice,partner_bank",0,Bank Account,银行帐号
account,field,"wizard.multi.charts.accounts,bank_accounts_id",0,Bank Accounts,银行帐号
account,view,res.partner,0,Bank Details,银行详情
account,view,wizard.multi.charts.accounts,0,Bank Information,银行信息
account,code,addons\account\account.py,0,Bank Journal ,银行分类账
account,selection,"account.move,type",0,Bank Payment,银行付款
account,selection,"account.move,type",0,Bank Receipt,银行收入
account,model,"ir.ui.menu,name",account.next_id_30,Bank Reconciliation,银行往来核销
account,model,"ir.model,name",account.model_account_bank_statement,Bank Statement,银行对账单
account,model,"process.node,name",account.process_node_bankstatement0,Bank Statement,银行对账单表
account,model,"process.node,name",account.process_node_supplierbankstatement0,Bank Statement,银行对账单表
account,field,"account.bank.statement.reconcile,statement_line",0,Bank Statement Line,银行对账单明细
account,model,"ir.model,name",account.model_account_bank_statement_line,Bank Statement Line,银行对账单明细
account,view,res.partner,0,Bank account,银行账号
account,view,res.partner,0,Bank account owner,银行账户所有者
account,wizard_view,"account.move.bank.reconcile,init",0,Bank reconciliation,银行往来核销
account,model,"ir.actions.wizard,name",account.action_account_bank_reconcile_tree,Bank reconciliation,银行往来核销
account,model,"ir.ui.menu,name",account.menu_action_account_bank_reconcile_check_tree,Bank reconciliation,银行往来核销
account,model,"ir.actions.act_window,name",account.act_account_journal_2_account_bank_statement,Bank statements,银行对账单
account,rml,account.invoice,0,Base,基准
account,field,"account.invoice.tax,base",0,Base,基准
account,field,"account.invoice.tax,base_code_id",0,Base Code,基准编码
account,field,"account.tax,base_code_id",0,Base Code,基础编码
account,field,"account.tax.template,base_code_id",0,Base Code,基础编码
account,field,"account.invoice.tax,base_amount",0,Base Code Amount,基准编码金额
account,field,"account.tax,base_sign",0,Base Code Sign,基础编码符号
account,field,"account.tax,ref_base_sign",0,Base Code Sign,基础编码符号
account,field,"account.tax.template,base_sign",0,Base Code Sign,基础编码符号
account,field,"account.tax.template,ref_base_sign",0,Base Code Sign,基础编码符号
account,wizard_field,"account.vat.declaration,init,based_on",0,Base on,基于
account,rml,account.overdue,0,Best regards.,最好的祝愿
account,selection,"account.account.balance.report,checktype,state",0,By Date,按日期
account,selection,"account.general.ledger.report,checktype,state",0,By Date,按日期
account,selection,"account.partner.balance.report,init,state",0,By Date,按日期
account,selection,"account.third_party_ledger.report,init,state",0,By Date,按日期
account,selection,"account.account.balance.report,checktype,state",0,By Date and Period,按日期和期间
account,selection,"account.general.ledger.report,checktype,state",0,By Date and Period,按日期和期间
account,selection,"account.partner.balance.report,init,state",0,By Date and Period,按日期和期间
account,selection,"account.third_party_ledger.report,init,state",0,By Date and Period,按日期和期间
account,selection,"account.account.balance.report,checktype,state",0,By Period,按期间
account,selection,"account.general.ledger.report,checktype,state",0,By Period,按期间
account,selection,"account.partner.balance.report,init,state",0,By Period,按期间
account,selection,"account.third_party_ledger.report,init,state",0,By Period,按期间
account,selection,"account.print.journal.report,init,sort_selection",0,By date,按日期
account,model,"process.node,note",account.process_node_paymententries0,Can be draft or validated,能设为草稿或验证
account,code,addons\account\wizard\wizard_refund.py,0,Can not %s draft invoice.,不能 %s发票草稿.
account,code,addons\account\account_move_line.py,0,Can not create an automatic sequence for this piece !\n\nPut a sequence in the journal definition for automatic numbering or create a sequence manually for this piece.,不能在这段创建自动序号!\n \n在分类账序列号定义为自动编号或在这分段创建手动序号.
account,code,addons\account\wizard\wizard_pay_invoice.py,0,Can not pay draft invoice.,不能支付发票草稿.
account,wizard_button,"account.account.balance.report,account_selection,end",0,Cancel,取消
account,wizard_button,"account.account.balance.report,checktype,end",0,Cancel,取消
account,wizard_button,"account.aged.trial.balance,init,end",0,Cancel,取消
account,wizard_button,"account.analytic.account.analytic.check.report,init,end",0,Cancel,取消
account,wizard_button,"account.analytic.account.balance.report,init,end",0,Cancel,取消
account,wizard_button,"account.analytic.account.cost_ledger.report,init,end",0,Cancel,取消
account,wizard_button,"account.analytic.account.inverted.balance.report,init,end",0,Cancel,取消
account,wizard_button,"account.analytic.account.journal.report,init,end",0,Cancel,取消
account,wizard_button,"account.analytic.account.quantity_cost_ledger.report,init,end",0,Cancel,取消
account,wizard_button,"account.analytic.line,init,end",0,Cancel,取消
account,wizard_button,"account.automatic.reconcile,init,end",0,Cancel,取消
account,view,account.bank.statement,0,Cancel,取消
account,wizard_button,"account.central.journal.report,init,end",0,Cancel,取消
account,wizard_button,"account.chart,init,end",0,Cancel,取消
account,wizard_button,"account.fiscalyear.close,init,end",0,Cancel,取消
account,wizard_button,"account.fiscalyear.close.state,init,end",0,Cancel,取消
account,wizard_button,"account.general.journal.report,init,end",0,Cancel,取消
account,wizard_button,"account.general.ledger.report,account_selection,end",0,Cancel,取消
account,wizard_button,"account.general.ledger.report,checktype,end",0,Cancel,取消
account,view,account.invoice,0,Cancel,取消
account,wizard_button,"account.invoice.pay,addendum,end",0,Cancel,取消
account,wizard_button,"account.invoice.pay,init,end",0,Cancel,取消
account,wizard_button,"account.invoice.refund,init,end",0,Cancel,取消
account,view,account.move,0,Cancel,取消
account,wizard_button,"account.move.bank.reconcile,init,end",0,Cancel,取消
account,wizard_button,"account.move.journal,init,end",0,Cancel,取消
account,wizard_button,"account.move.line.reconcile,addendum,end",0,Cancel,取消
account,wizard_button,"account.move.line.reconcile,init_full,end",0,Cancel,取消
account,wizard_button,"account.move.line.reconcile,init_partial,end",0,Cancel,取消
account,wizard_button,"account.move.line.reconcile.select,init,end",0,Cancel,取消
account,wizard_button,"account.move.line.unreconcile,init,end",0,Cancel,取消
account,wizard_button,"account.move.line.unreconcile.select,init,end",0,Cancel,取消
account,wizard_button,"account.move.validate,init,end",0,Cancel,取消
account,wizard_button,"account.open_closed_fiscalyear,init,end",0,Cancel,取消
account,wizard_button,"account.partner.balance.report,init,end",0,Cancel,取消
account,wizard_button,"account.period.close,init,end",0,Cancel,取消
account,wizard_button,"account.print.journal.report,init,end",0,Cancel,取消
account,wizard_button,"account.reconcile.unreconcile,init,end",0,Cancel,取消
account,wizard_button,"account.subscription.generate,init,end",0,Cancel,取消
account,wizard_button,"account.third_party_ledger.report,init,end",0,Cancel,取消
account,wizard_button,"account.vat.declaration,init,end",0,Cancel,取消
account,wizard_button,"account_use_models,init_form,end",0,Cancel,取消
account,view,wizard.multi.charts.accounts,0,Cancel,取消
account,wizard_button,"account.invoice.refund,init,cancel_invoice",0,Cancel Invoice,取消发票
account,model,"ir.actions.wizard,name",account.wizard_open_closed_fiscalyear,Cancel Opening Entries,取消打开的凭证
account,model,"ir.ui.menu,name",account.menu_wizard_open_closed_fy,Cancel Opening Entries,取消打开的凭证
account,model,"ir.actions.wizard,name",account.wizard_invoice_state_cancel,Cancel selected invoices,取消所选发票
account,rml,account.invoice,0,Canceled Invoice,取消发票
account,selection,"account.invoice,state",0,Cancelled,已取消
account,code,addons\account\invoice.py,0,Cannot create invoice move on centralised journal,不能在总账创建发票凭证
account,code,addons\account\invoice.py,0,Cannot delete invoice(s) that are already opened or paid !,不能删除已打开或已经支付的发票
account,field,"account.tax.code,code",0,Case Code,事务编码
account,field,"account.tax.code.template,code",0,Case Code,事务编码
account,model,"account.account.type,name",account.account_type_cash_moves,Cash,现金
account,selection,"account.analytic.journal,type",0,Cash,现金
account,selection,"account.journal,type",0,Cash,现金
account,selection,"account.move,type",0,Cash Payment,现金支付
account,selection,"account.move,type",0,Cash Receipt,现金收入
account,rml,account.central.journal,0,Central Journal,总账
account,model,"ir.actions.report.xml,name",account.account_central_journal,Central Journal,总账
account,field,"account.move.line,centralisation",0,Centralisation,汇总
account,field,"account.journal,centralisation",0,Centralised counterpart,汇总对方科目
account,xsl,account.transfer,0,Change,改变
account,field,"account.fiscal.position.template,chart_template_id",0,Chart Template,图表模板
account,field,"account.tax.template,chart_template_id",0,Chart Template,下级税模板
account,field,"wizard.multi.charts.accounts,chart_template_id",0,Chart Template,子模板
account,wizard_field,"account.general.ledger.report,account_selection,Account_list",0,Chart of Accounts,科目表
account,model,"ir.actions.act_window,name",account.action_account_tree,Chart of Accounts,会计科目表
account,model,"ir.actions.wizard,name",account.wizard_account_chart,Chart of Accounts,科目表
account,model,"ir.ui.menu,name",account.menu_action_account_tree,Chart of Accounts,科目表
account,model,"ir.ui.menu,name",account.menu_action_account_tree2,Chart of Accounts,科目表
account,view,account.chart.template,0,Chart of Accounts Template,科目表模板
account,model,"ir.actions.act_window,name",account.action_account_chart_template_form,Chart of Accounts Templates,科目表模板
account,model,"ir.ui.menu,name",account.menu_action_account_chart_template_form,Chart of Accounts Templates,科目表模板
account,model,"ir.actions.act_window,name",account.action_tax_code_tree,Chart of Taxes,税结构图
account,model,"ir.ui.menu,name",account.menu_action_tax_code_tree,Chart of Taxes,税一览表
account,view,account.account,0,Chart of accounts,科目表
